payment_id,order_id,payment_method,payment_status
5122,5122,Card,Paid
5123,5123,Card,Paid
5124,5124,Card,Paid
5125,5125,Card,Paid
5126,5126,Card,Paid
5127,5127,Bank Transfer,Paid
5128,5128,Cash,Paid
5129,5129,Bank Transfer,Paid
5130,5130,Card,Paid
5131,5131,Card,Paid
5132,5132,Bank Transfer,Paid
5133,5133,Cash,Paid
5134,5134,Cash,Paid
5135,5135,Cash,Pending
5136,5136,Cash,Paid
5137,5137,Card,Refunded
5138,5138,Card,Paid
5139,5139,Cash,Paid
5140,5140,Bank Transfer,Paid
5141,5141,Bank Transfer,Refunded
5142,5142,Card,Refunded
5143,5143,Bank Transfer,Paid
5144,5144,Card,Paid
5145,5145,Card,Paid
5146,5146,Cash,Pending
5147,5147,Cash,Paid
5148,5148,Cash,Pending
5149,5149,Cash,Paid
5150,5150,Cash,Paid
5151,5151,Cash,Paid
5152,5152,Bank Transfer,Paid
5153,5153,Cash,Paid
5154,5154,Cash,Pending
5155,5155,Card,Pending
5156,5156,Card,Paid
5157,5157,Cash,Paid
5158,5158,Card,Paid
5159,5159,Bank Transfer,Paid
5160,5160,Bank Transfer,Refunded
5161,5161,Bank Transfer,Paid
5162,5162,Bank Transfer,Paid
5163,5163,Cash,Paid
5164,5164,Bank Transfer,Paid
5165,5165,Bank Transfer,Paid
5166,5166,Bank Transfer,Paid
5167,5167,Bank Transfer,Paid
5168,5168,Card,Paid
5169,5169,Bank Transfer,Paid
5170,5170,Bank Transfer,Paid
5171,5171,Card,Paid
5172,5172,Card,Paid
5173,5173,Cash,Paid
5174,5174,Card,Paid
5175,5175,Card,Paid
5176,5176,Card,Paid
5177,5177,Bank Transfer,Paid
5178,5178,Cash,Paid
5179,5179,Cash,Paid
5180,5180,Bank Transfer,Pending
5181,5181,Cash,Paid
5182,5182,Bank Transfer,Paid
5183,5183,Card,Paid
5184,5184,Bank Transfer,Pending
5185,5185,Bank Transfer,Paid
5186,5186,Card,Pending
5187,5187,Card,Paid
5188,5188,Cash,Paid
5189,5189,Bank Transfer,Paid
5190,5190,Card,Paid
5191,5191,Cash,Pending
5192,5192,Bank Transfer,Paid
5193,5193,Card,Paid
5194,5194,Card,Pending
5195,5195,Bank Transfer,Paid
5196,5196,Card,Paid
5197,5197,Bank Transfer,Paid
5198,5198,Bank Transfer,Paid
5199,5199,Bank Transfer,Paid
5200,5200,Card,Paid
5201,5201,Card,Refunded
5202,5202,Bank Transfer,Refunded
5203,5203,Cash,Paid
5204,5204,Bank Transfer,Paid
5205,5205,Bank Transfer,Paid
5206,5206,Bank Transfer,Pending
5207,5207,Cash,Pending
5208,5208,Card,Paid
5209,5209,Card,Paid
5210,5210,Bank Transfer,Paid
5211,5211,Bank Transfer,Paid
5212,5212,Card,Paid
5213,5213,Bank Transfer,Paid
5214,5214,Card,Paid
5215,5215,Cash,Paid
5216,5216,Bank Transfer,Paid
5217,5217,Card,Paid
5218,5218,Card,Paid
5219,5219,Cash,Paid
5220,5220,Bank Transfer,Refunded
5221,5221,Cash,Pending
5222,5222,Card,Paid
5223,5223,Card,Paid
5224,5224,Cash,Paid
5225,5225,Cash,Paid
5226,5226,Cash,Paid
5227,5227,Bank Transfer,Paid
5228,5228,Card,Paid
5229,5229,Bank Transfer,Paid
5230,5230,Bank Transfer,Paid
5231,5231,Cash,Paid
5232,5232,Bank Transfer,Paid
5233,5233,Bank Transfer,Refunded
5234,5234,Cash,Paid
5235,5235,Cash,Paid
5236,5236,Cash,Paid
5237,5237,Card,Paid
5238,5238,Card,Paid
5239,5239,Bank Transfer,Paid
5240,5240,Bank Transfer,Paid
5241,5241,Card,Pending
5242,5242,Bank Transfer,Paid
5243,5243,Cash,Paid
5244,5244,Card,Paid
5245,5245,Bank Transfer,Paid
5246,5246,Bank Transfer,Paid
5247,5247,Bank Transfer,Paid
5248,5248,Card,Paid
5249,5249,Card,Paid
5250,5250,Card,Paid
5251,5251,Cash,Paid
5252,5252,Bank Transfer,Refunded
5253,5253,Bank Transfer,Paid
5254,5254,Cash,Paid
5255,5255,Card,Paid
5256,5256,Card,Paid
5257,5257,Card,Paid
5258,5258,Cash,Paid
5259,5259,Bank Transfer,Paid
5260,5260,Cash,Paid
5261,5261,Bank Transfer,Paid
5262,5262,Bank Transfer,Pending
5263,5263,Bank Transfer,Paid
5264,5264,Cash,Paid
5265,5265,Card,Paid
5266,5266,Card,Paid
5267,5267,Cash,Paid
5268,5268,Bank Transfer,Paid
5269,5269,Cash,Paid
5270,5270,Card,Paid
5271,5271,Cash,Paid
5272,5272,Bank Transfer,Paid
5273,5273,Card,Paid
5274,5274,Bank Transfer,Paid
5275,5275,Cash,Paid
5276,5276,Bank Transfer,Refunded
5277,5277,Cash,Paid
5278,5278,Card,Paid
5279,5279,Card,Paid
5280,5280,Card,Pending
5281,5281,Bank Transfer,Paid
5282,5282,Cash,Paid
5283,5283,Cash,Refunded
5284,5284,Cash,Paid
5285,5285,Bank Transfer,Paid
5286,5286,Cash,Paid
5287,5287,Card,Paid
5288,5288,Cash,Paid
5289,5289,Bank Transfer,Paid
5290,5290,Card,Pending
5291,5291,Card,Paid
5292,5292,Bank Transfer,Paid
5293,5293,Card,Paid
5294,5294,Cash,Refunded
5295,5295,Bank Transfer,Paid
5296,5296,Cash,Pending
5297,5297,Bank Transfer,Paid
5298,5298,Bank Transfer,Refunded
5299,5299,Bank Transfer,Paid
5300,5300,Cash,Pending
5301,5301,Bank Transfer,Paid
5302,5302,Card,Paid
5303,5303,Cash,Paid
5304,5304,Bank Transfer,Paid
5305,5305,Bank Transfer,Paid
5306,5306,Cash,Refunded
5307,5307,Card,Paid
5308,5308,Card,Paid
5309,5309,Bank Transfer,Refunded
5310,5310,Bank Transfer,Paid
5311,5311,Card,Pending
5312,5312,Bank Transfer,Pending
5313,5313,Card,Paid
5314,5314,Card,Paid
5315,5315,Card,Refunded
5316,5316,Card,Paid
5317,5317,Bank Transfer,Paid
5318,5318,Cash,Paid
5319,5319,Cash,Paid
5320,5320,Card,Paid
5321,5321,Bank Transfer,Paid
5322,5322,Cash,Paid
5323,5323,Cash,Paid
5324,5324,Card,Pending
5325,5325,Card,Paid
5326,5326,Bank Transfer,Pending
5327,5327,Cash,Paid
5328,5328,Card,Paid
5329,5329,Card,Paid
5330,5330,Bank Transfer,Paid
5331,5331,Card,Paid
5332,5332,Card,Paid
5333,5333,Card,Paid
5334,5334,Card,Paid
5335,5335,Card,Paid
5336,5336,Bank Transfer,Paid
5337,5337,Card,Paid
5338,5338,Cash,Paid
5339,5339,Card,Paid
5340,5340,Card,Pending
5341,5341,Cash,Paid
5342,5342,Cash,Pending
5343,5343,Card,Paid
5344,5344,Bank Transfer,Paid
5345,5345,Cash,Paid
5346,5346,Bank Transfer,Paid
5347,5347,Card,Pending
5348,5348,Card,Paid
5349,5349,Cash,Paid
5350,5350,Cash,Paid
5351,5351,Bank Transfer,Paid
5352,5352,Card,Paid
5353,5353,Cash,Paid
5354,5354,Cash,Paid
5355,5355,Cash,Paid
5356,5356,Bank Transfer,Paid
5357,5357,Card,Paid
5358,5358,Cash,Paid
5359,5359,Cash,Paid
5360,5360,Cash,Paid
5361,5361,Card,Paid
5362,5362,Bank Transfer,Paid
5363,5363,Bank Transfer,Paid
5364,5364,Card,Pending
5365,5365,Bank Transfer,Paid
5366,5366,Bank Transfer,Paid
5367,5367,Cash,Refunded
5368,5368,Bank Transfer,Paid
5369,5369,Cash,Paid
5370,5370,Bank Transfer,Paid
5371,5371,Cash,Pending
5372,5372,Card,Refunded
5373,5373,Card,Paid
5374,5374,Bank Transfer,Paid
5375,5375,Cash,Paid
5376,5376,Card,Pending
5377,5377,Card,Paid
5378,5378,Bank Transfer,Paid
5379,5379,Cash,Paid
5380,5380,Cash,Paid
5381,5381,Card,Paid
5382,5382,Bank Transfer,Paid
5383,5383,Card,Paid
5384,5384,Card,Paid
5385,5385,Bank Transfer,Paid
5386,5386,Bank Transfer,Paid
5387,5387,Bank Transfer,Pending
5388,5388,Cash,Paid
5389,5389,Bank Transfer,Paid
5390,5390,Bank Transfer,Paid
5391,5391,Card,Paid
5392,5392,Bank Transfer,Refunded
5393,5393,Bank Transfer,Paid
5394,5394,Card,Paid
5395,5395,Cash,Paid
5396,5396,Bank Transfer,Paid
5397,5397,Card,Paid
5398,5398,Cash,Paid
5399,5399,Cash,Paid
5400,5400,Bank Transfer,Paid
5401,5401,Cash,Paid
5402,5402,Bank Transfer,Paid
5403,5403,Cash,Refunded
5404,5404,Cash,Refunded
5405,5405,Cash,Paid
5406,5406,Bank Transfer,Paid
5407,5407,Cash,Paid
5408,5408,Card,Paid
5409,5409,Card,Pending
5410,5410,Cash,Paid
5411,5411,Bank Transfer,Refunded
5412,5412,Card,Pending
5413,5413,Cash,Paid
5414,5414,Card,Paid
5415,5415,Card,Pending
5416,5416,Card,Paid
5417,5417,Card,Paid
5418,5418,Card,Paid
5419,5419,Cash,Paid
5420,5420,Card,Refunded
5421,5421,Cash,Paid
5422,5422,Card,Paid
5423,5423,Bank Transfer,Paid
5424,5424,Cash,Pending
5425,5425,Bank Transfer,Refunded
5426,5426,Bank Transfer,Paid
5427,5427,Card,Paid
5428,5428,Card,Paid
5429,5429,Card,Paid
5430,5430,Card,Refunded
5431,5431,Card,Pending
5432,5432,Bank Transfer,Pending
5433,5433,Bank Transfer,Paid
5434,5434,Card,Pending
5435,5435,Card,Paid
5436,5436,Cash,Paid
5437,5437,Cash,Pending
5438,5438,Bank Transfer,Paid
5439,5439,Bank Transfer,Paid
5440,5440,Bank Transfer,Paid
5441,5441,Card,Paid
5442,5442,Bank Transfer,Paid
5443,5443,Bank Transfer,Paid
5444,5444,Bank Transfer,Paid
5445,5445,Cash,Paid
5446,5446,Bank Transfer,Paid
5447,5447,Bank Transfer,Paid
5448,5448,Cash,Paid
5449,5449,Bank Transfer,Paid
5450,5450,Card,Paid
5451,5451,Cash,Paid
5452,5452,Bank Transfer,Paid
5453,5453,Cash,Refunded
5454,5454,Bank Transfer,Paid
5455,5455,Bank Transfer,Pending
5456,5456,Cash,Paid
5457,5457,Card,Paid
5458,5458,Cash,Pending
5459,5459,Card,Paid
5460,5460,Card,Paid
5461,5461,Cash,Paid
5462,5462,Bank Transfer,Paid
5463,5463,Card,Paid
5464,5464,Cash,Paid
5465,5465,Bank Transfer,Paid
5466,5466,Bank Transfer,Paid
5467,5467,Bank Transfer,Paid
5468,5468,Cash,Paid
5469,5469,Cash,Paid
5470,5470,Bank Transfer,Paid
5471,5471,Bank Transfer,Paid
5472,5472,Bank Transfer,Paid
5473,5473,Bank Transfer,Paid
5474,5474,Cash,Paid
5475,5475,Bank Transfer,Refunded
5476,5476,Card,Paid
5477,5477,Card,Refunded
5478,5478,Cash,Paid
5479,5479,Card,Paid
5480,5480,Card,Paid
5481,5481,Card,Paid
5482,5482,Cash,Paid
5483,5483,Card,Paid
5484,5484,Bank Transfer,Paid
5485,5485,Card,Paid
5486,5486,Card,Paid
5487,5487,Card,Pending
5488,5488,Bank Transfer,Paid
5489,5489,Cash,Paid
5490,5490,Cash,Pending
5491,5491,Card,Paid
5492,5492,Bank Transfer,Paid
5493,5493,Card,Paid
5494,5494,Cash,Paid
5495,5495,Cash,Paid
5496,5496,Bank Transfer,Paid
5497,5497,Bank Transfer,Paid
5498,5498,Cash,Paid
5499,5499,Cash,Paid
5500,5500,Cash,Paid
5501,5501,Card,Paid
5502,5502,Cash,Paid
5503,5503,Cash,Paid
5504,5504,Bank Transfer,Paid
5505,5505,Cash,Paid
5506,5506,Cash,Paid
5507,5507,Bank Transfer,Refunded
5508,5508,Cash,Paid
5509,5509,Bank Transfer,Paid
5510,5510,Bank Transfer,Paid
5511,5511,Bank Transfer,Paid
5512,5512,Bank Transfer,Paid
5513,5513,Bank Transfer,Paid
5514,5514,Bank Transfer,Paid
5515,5515,Bank Transfer,Pending
5516,5516,Cash,Pending
5517,5517,Card,Paid
5518,5518,Cash,Paid
5519,5519,Bank Transfer,Paid
5520,5520,Bank Transfer,Paid
5521,5521,Cash,Paid
5522,5522,Card,Paid
5523,5523,Cash,Paid
5524,5524,Cash,Paid
5525,5525,Cash,Paid
5526,5526,Card,Paid
5527,5527,Bank Transfer,Pending
5528,5528,Card,Paid
5529,5529,Cash,Paid
5530,5530,Cash,Paid
5531,5531,Card,Paid
5532,5532,Card,Paid
5533,5533,Bank Transfer,Paid
5534,5534,Bank Transfer,Paid
5535,5535,Card,Paid
5536,5536,Bank Transfer,Paid
5537,5537,Cash,Paid
5538,5538,Card,Paid
5539,5539,Bank Transfer,Refunded
5540,5540,Cash,Paid
5541,5541,Card,Refunded
5542,5542,Bank Transfer,Pending
5543,5543,Cash,Paid
5544,5544,Card,Paid
5545,5545,Bank Transfer,Paid
5546,5546,Cash,Paid
5547,5547,Cash,Paid
5548,5548,Cash,Paid
5549,5549,Cash,Paid
5550,5550,Card,Paid
5551,5551,Cash,Paid
5552,5552,Card,Paid
5553,5553,Card,Pending
5554,5554,Bank Transfer,Pending
5555,5555,Card,Paid
5556,5556,Cash,Paid
5557,5557,Card,Paid
5558,5558,Card,Paid
5559,5559,Bank Transfer,Paid
5560,5560,Card,Paid
5561,5561,Bank Transfer,Paid
5562,5562,Card,Paid
5563,5563,Bank Transfer,Paid
5564,5564,Card,Refunded
5565,5565,Cash,Paid
5566,5566,Card,Paid
5567,5567,Bank Transfer,Refunded
5568,5568,Bank Transfer,Pending
5569,5569,Cash,Paid
5570,5570,Cash,Paid
5571,5571,Bank Transfer,Paid
5572,5572,Cash,Paid
5573,5573,Card,Paid
5574,5574,Card,Paid
5575,5575,Cash,Paid
5576,5576,Card,Paid
5577,5577,Card,Paid
5578,5578,Cash,Paid
5579,5579,Bank Transfer,Paid
5580,5580,Card,Paid
5581,5581,Cash,Paid
5582,5582,Bank Transfer,Paid
5583,5583,Card,Paid
5584,5584,Card,Paid
5585,5585,Cash,Paid
5586,5586,Card,Paid
5587,5587,Bank Transfer,Paid
5588,5588,Cash,Paid
5589,5589,Cash,Paid
5590,5590,Cash,Paid
5591,5591,Cash,Paid
5592,5592,Bank Transfer,Paid
5593,5593,Bank Transfer,Paid
5594,5594,Bank Transfer,Paid
5595,5595,Bank Transfer,Paid
5596,5596,Bank Transfer,Paid
5597,5597,Bank Transfer,Paid
5598,5598,Cash,Refunded
5599,5599,Cash,Paid
5600,5600,Cash,Paid
5601,5601,Bank Transfer,Pending
5602,5602,Cash,Paid
5603,5603,Bank Transfer,Paid
5604,5604,Cash,Paid
5605,5605,Bank Transfer,Paid
5606,5606,Bank Transfer,Paid
5607,5607,Bank Transfer,Paid
5608,5608,Card,Paid
5609,5609,Card,Paid
5610,5610,Bank Transfer,Paid
5611,5611,Cash,Refunded
5612,5612,Bank Transfer,Paid
5613,5613,Bank Transfer,Paid
5614,5614,Card,Paid
5615,5615,Bank Transfer,Paid
5616,5616,Card,Paid
5617,5617,Cash,Paid
5618,5618,Cash,Pending
5619,5619,Cash,Paid
5620,5620,Bank Transfer,Paid
5621,5621,Card,Paid
5622,5622,Bank Transfer,Paid
5623,5623,Cash,Pending
5624,5624,Bank Transfer,Pending
5625,5625,Card,Pending
5626,5626,Card,Paid
5627,5627,Cash,Paid
5628,5628,Cash,Paid
5629,5629,Cash,Pending
5630,5630,Bank Transfer,Paid
5631,5631,Card,Paid
5632,5632,Bank Transfer,Paid
5633,5633,Cash,Paid
5634,5634,Card,Paid
5635,5635,Cash,Paid
5636,5636,Card,Pending
5637,5637,Card,Paid
5638,5638,Cash,Paid
5639,5639,Card,Paid
5640,5640,Card,Paid
5641,5641,Cash,Paid
5642,5642,Card,Paid
5643,5643,Cash,Paid
5644,5644,Bank Transfer,Paid
5645,5645,Bank Transfer,Paid
5646,5646,Cash,Paid
5647,5647,Card,Paid
5648,5648,Bank Transfer,Paid
5649,5649,Cash,Paid
5650,5650,Cash,Pending
5651,5651,Card,Paid
5652,5652,Card,Paid
5653,5653,Card,Paid
5654,5654,Cash,Paid
5655,5655,Bank Transfer,Paid
5656,5656,Cash,Pending
5657,5657,Card,Paid
5658,5658,Card,Paid
5659,5659,Cash,Paid
5660,5660,Card,Paid
5661,5661,Card,Paid
5662,5662,Cash,Pending
5663,5663,Bank Transfer,Paid
5664,5664,Card,Paid
5665,5665,Bank Transfer,Paid
5666,5666,Bank Transfer,Paid
5667,5667,Bank Transfer,Paid
5668,5668,Bank Transfer,Paid
5669,5669,Card,Paid
5670,5670,Card,Paid
5671,5671,Cash,Paid
5672,5672,Card,Paid
5673,5673,Cash,Paid
5674,5674,Bank Transfer,Paid
5675,5675,Cash,Paid
5676,5676,Cash,Paid
5677,5677,Card,Paid
5678,5678,Cash,Refunded
5679,5679,Bank Transfer,Paid
5680,5680,Card,Paid
5681,5681,Card,Pending
5682,5682,Card,Paid
5683,5683,Bank Transfer,Paid
5684,5684,Cash,Paid
5685,5685,Card,Pending
5686,5686,Cash,Paid
5687,5687,Bank Transfer,Paid
5688,5688,Bank Transfer,Paid
5689,5689,Bank Transfer,Pending
5690,5690,Card,Paid
5691,5691,Card,Paid
5692,5692,Cash,Paid
5693,5693,Cash,Paid
5694,5694,Card,Pending
5695,5695,Bank Transfer,Paid
5696,5696,Bank Transfer,Pending
5697,5697,Card,Paid
5698,5698,Cash,Paid
5699,5699,Bank Transfer,Paid
5700,5700,Card,Pending
5701,5701,Cash,Paid
5702,5702,Cash,Paid
5703,5703,Bank Transfer,Paid
5704,5704,Bank Transfer,Paid
5705,5705,Bank Transfer,Paid
5706,5706,Bank Transfer,Paid
5707,5707,Cash,Paid
5708,5708,Card,Paid
5709,5709,Cash,Paid
5710,5710,Bank Transfer,Pending
5711,5711,Card,Paid
5712,5712,Cash,Paid
5713,5713,Card,Paid
5714,5714,Cash,Paid
5715,5715,Card,Paid
5716,5716,Cash,Paid
5717,5717,Cash,Paid
5718,5718,Bank Transfer,Pending
5719,5719,Cash,Paid
5720,5720,Bank Transfer,Paid
5721,5721,Cash,Paid
5722,5722,Card,Pending
5723,5723,Card,Paid
5724,5724,Bank Transfer,Paid
5725,5725,Cash,Paid
5726,5726,Bank Transfer,Paid
5727,5727,Card,Paid
5728,5728,Cash,Paid
5729,5729,Bank Transfer,Paid
5730,5730,Card,Paid
5731,5731,Card,Paid
5732,5732,Cash,Paid
5733,5733,Cash,Paid
5734,5734,Cash,Paid
5735,5735,Bank Transfer,Paid
5736,5736,Bank Transfer,Paid
5737,5737,Cash,Paid
5738,5738,Cash,Paid
5739,5739,Cash,Paid
5740,5740,Card,Paid
5741,5741,Cash,Paid
5742,5742,Bank Transfer,Paid
5743,5743,Card,Paid
5744,5744,Cash,Paid
5745,5745,Bank Transfer,Paid
5746,5746,Card,Paid
5747,5747,Card,Paid
5748,5748,Bank Transfer,Paid
5749,5749,Bank Transfer,Paid
5750,5750,Card,Refunded
5751,5751,Bank Transfer,Paid
5752,5752,Card,Paid
5753,5753,Card,Pending
5754,5754,Card,Paid
5755,5755,Card,Refunded
5756,5756,Cash,Paid
5757,5757,Bank Transfer,Paid
5758,5758,Cash,Paid
5759,5759,Cash,Paid
5760,5760,Cash,Paid
5761,5761,Cash,Paid
5762,5762,Card,Paid
5763,5763,Card,Paid
5764,5764,Card,Paid
5765,5765,Card,Pending
5766,5766,Cash,Paid
5767,5767,Card,Paid
5768,5768,Cash,Paid
5769,5769,Card,Paid
5770,5770,Bank Transfer,Paid
5771,5771,Bank Transfer,Paid
5772,5772,Bank Transfer,Pending
5773,5773,Bank Transfer,Paid
5774,5774,Card,Paid
5775,5775,Bank Transfer,Paid
5776,5776,Bank Transfer,Paid
5777,5777,Cash,Paid
5778,5778,Bank Transfer,Paid
5779,5779,Card,Paid
5780,5780,Cash,Pending
5781,5781,Card,Paid
5782,5782,Cash,Paid
5783,5783,Card,Paid
5784,5784,Bank Transfer,Paid
5785,5785,Cash,Paid
5786,5786,Bank Transfer,Paid
5787,5787,Card,Paid
5788,5788,Card,Paid
5789,5789,Cash,Paid
5790,5790,Card,Paid
5791,5791,Card,Paid
5792,5792,Cash,Pending
5793,5793,Bank Transfer,Paid
5794,5794,Cash,Paid
5795,5795,Card,Paid
5796,5796,Card,Paid
5797,5797,Cash,Paid
5798,5798,Cash,Paid
5799,5799,Bank Transfer,Paid
5800,5800,Card,Paid
5801,5801,Card,Paid
5802,5802,Bank Transfer,Paid
5803,5803,Cash,Paid
5804,5804,Cash,Paid
5805,5805,Bank Transfer,Paid
5806,5806,Cash,Paid
5807,5807,Bank Transfer,Paid
5808,5808,Cash,Paid
5809,5809,Cash,Paid
5810,5810,Cash,Pending
5811,5811,Bank Transfer,Paid
5812,5812,Bank Transfer,Paid
5813,5813,Bank Transfer,Paid
5814,5814,Card,Paid
5815,5815,Card,Paid
5816,5816,Bank Transfer,Paid
5817,5817,Card,Paid
5818,5818,Card,Paid
5819,5819,Cash,Paid
5820,5820,Cash,Paid
5821,5821,Cash,Paid
5822,5822,Card,Paid
5823,5823,Card,Refunded
5824,5824,Bank Transfer,Paid
5825,5825,Card,Pending
5826,5826,Card,Paid
5827,5827,Bank Transfer,Paid
5828,5828,Bank Transfer,Paid
5829,5829,Bank Transfer,Paid
5830,5830,Cash,Refunded
5831,5831,Bank Transfer,Paid
5832,5832,Cash,Paid
5833,5833,Card,Paid
5834,5834,Card,Paid
5835,5835,Cash,Paid
5836,5836,Cash,Paid
5837,5837,Cash,Paid
5838,5838,Card,Pending
5839,5839,Card,Paid
5840,5840,Bank Transfer,Paid
5841,5841,Bank Transfer,Paid
5842,5842,Card,Paid
5843,5843,Bank Transfer,Paid
5844,5844,Bank Transfer,Paid
5845,5845,Cash,Refunded
5846,5846,Card,Paid
5847,5847,Cash,Paid
5848,5848,Card,Paid
5849,5849,Card,Paid
5850,5850,Cash,Paid
5851,5851,Card,Paid
5852,5852,Cash,Paid
5853,5853,Cash,Paid
5854,5854,Card,Pending
5855,5855,Card,Paid
5856,5856,Cash,Paid
5857,5857,Bank Transfer,Pending
5858,5858,Bank Transfer,Paid
5859,5859,Card,Pending
5860,5860,Card,Paid
5861,5861,Bank Transfer,Paid
5862,5862,Card,Paid
5863,5863,Card,Paid
5864,5864,Bank Transfer,Paid
5865,5865,Card,Paid
5866,5866,Bank Transfer,Paid
5867,5867,Bank Transfer,Paid
5868,5868,Bank Transfer,Refunded
5869,5869,Card,Paid
5870,5870,Cash,Paid
5871,5871,Cash,Paid
5872,5872,Cash,Paid
5873,5873,Card,Pending
5874,5874,Card,Paid
5875,5875,Card,Paid
5876,5876,Card,Paid
5877,5877,Cash,Refunded
5878,5878,Bank Transfer,Paid
5879,5879,Card,Paid
5880,5880,Card,Paid
5881,5881,Card,Paid
5882,5882,Bank Transfer,Paid
5883,5883,Cash,Paid
5884,5884,Card,Paid
5885,5885,Cash,Paid
5886,5886,Card,Paid
5887,5887,Cash,Paid
5888,5888,Card,Paid
5889,5889,Cash,Paid
5890,5890,Card,Paid
5891,5891,Card,Paid
5892,5892,Cash,Paid
5893,5893,Cash,Paid
5894,5894,Bank Transfer,Paid
5895,5895,Bank Transfer,Paid
5896,5896,Bank Transfer,Paid
5897,5897,Bank Transfer,Paid
5898,5898,Cash,Paid
5899,5899,Bank Transfer,Paid
5900,5900,Card,Refunded
5901,5901,Cash,Paid
5902,5902,Card,Paid
5903,5903,Bank Transfer,Paid
5904,5904,Bank Transfer,Paid
5905,5905,Bank Transfer,Paid
5906,5906,Cash,Paid
5907,5907,Card,Paid
5908,5908,Card,Paid
5909,5909,Cash,Refunded
5910,5910,Bank Transfer,Paid
5911,5911,Bank Transfer,Paid
5912,5912,Cash,Paid
5913,5913,Card,Paid
5914,5914,Card,Paid
5915,5915,Card,Paid
5916,5916,Card,Paid
5917,5917,Bank Transfer,Paid
5918,5918,Bank Transfer,Paid
5919,5919,Cash,Paid
5920,5920,Cash,Paid
5921,5921,Cash,Pending
5922,5922,Bank Transfer,Paid
5923,5923,Bank Transfer,Paid
5924,5924,Bank Transfer,Pending
5925,5925,Cash,Paid
5926,5926,Bank Transfer,Paid
5927,5927,Card,Paid
5928,5928,Bank Transfer,Paid
5929,5929,Card,Paid
5930,5930,Card,Paid
5931,5931,Card,Paid
5932,5932,Bank Transfer,Paid
5933,5933,Cash,Paid
5934,5934,Card,Paid
5935,5935,Card,Paid
5936,5936,Bank Transfer,Paid
5937,5937,Bank Transfer,Paid
5938,5938,Card,Paid
5939,5939,Cash,Paid
5940,5940,Bank Transfer,Paid
5941,5941,Card,Paid
5942,5942,Cash,Paid
5943,5943,Bank Transfer,Paid
5944,5944,Cash,Paid
5945,5945,Card,Paid
5946,5946,Cash,Paid
5947,5947,Card,Paid
5948,5948,Bank Transfer,Paid
5949,5949,Card,Paid
5950,5950,Card,Paid
5951,5951,Bank Transfer,Paid
5952,5952,Card,Paid
5953,5953,Cash,Paid
5954,5954,Bank Transfer,Refunded
5955,5955,Cash,Paid
5956,5956,Bank Transfer,Paid
5957,5957,Card,Paid
5958,5958,Cash,Paid
5959,5959,Bank Transfer,Paid
5960,5960,Cash,Paid
5961,5961,Bank Transfer,Paid
5962,5962,Bank Transfer,Paid
5963,5963,Cash,Paid
5964,5964,Cash,Paid
5965,5965,Cash,Paid
5966,5966,Cash,Paid
5967,5967,Bank Transfer,Paid
5968,5968,Cash,Paid
5969,5969,Cash,Paid
5970,5970,Cash,Paid
5971,5971,Cash,Pending
5972,5972,Cash,Paid
5973,5973,Cash,Paid
5974,5974,Card,Refunded
5975,5975,Card,Paid
5976,5976,Bank Transfer,Paid
5977,5977,Cash,Paid
5978,5978,Cash,Paid
5979,5979,Bank Transfer,Refunded
5980,5980,Cash,Paid
5981,5981,Cash,Paid
5982,5982,Cash,Paid
5983,5983,Card,Paid
5984,5984,Cash,Paid
5985,5985,Card,Refunded
5986,5986,Cash,Pending
5987,5987,Cash,Paid
5988,5988,Bank Transfer,Paid
5989,5989,Bank Transfer,Paid
5990,5990,Cash,Paid
5991,5991,Cash,Paid
5992,5992,Cash,Paid
5993,5993,Card,Paid
5994,5994,Cash,Paid
5995,5995,Bank Transfer,Paid
5996,5996,Card,Pending
5997,5997,Cash,Paid
5998,5998,Card,Paid
5999,5999,Card,Paid
6000,6000,Card,Refunded
6001,6001,Card,Paid
6002,6002,Cash,Paid
6003,6003,Bank Transfer,Paid
6004,6004,Card,Paid
6005,6005,Bank Transfer,Paid
6006,6006,Card,Paid
6007,6007,Bank Transfer,Paid
6008,6008,Card,Paid
6009,6009,Card,Paid
6010,6010,Cash,Paid
6011,6011,Cash,Paid
6012,6012,Card,Paid
6013,6013,Bank Transfer,Paid
6014,6014,Cash,Paid
6015,6015,Cash,Paid
6016,6016,Cash,Paid
6017,6017,Cash,Pending
6018,6018,Card,Refunded
6019,6019,Bank Transfer,Paid
6020,6020,Cash,Paid
6021,6021,Cash,Paid
6022,6022,Bank Transfer,Pending
6023,6023,Cash,Paid
6024,6024,Bank Transfer,Paid
6025,6025,Card,Pending
6026,6026,Cash,Pending
6027,6027,Bank Transfer,Paid
6028,6028,Cash,Paid
6029,6029,Card,Pending
6030,6030,Bank Transfer,Pending
6031,6031,Bank Transfer,Paid
6032,6032,Bank Transfer,Refunded
6033,6033,Cash,Paid
6034,6034,Bank Transfer,Paid
6035,6035,Bank Transfer,Paid
6036,6036,Bank Transfer,Paid
6037,6037,Card,Paid
6038,6038,Bank Transfer,Paid
6039,6039,Bank Transfer,Paid
6040,6040,Bank Transfer,Pending
6041,6041,Card,Paid
6042,6042,Bank Transfer,Paid
6043,6043,Cash,Pending
6044,6044,Bank Transfer,Paid
6045,6045,Cash,Paid
6046,6046,Card,Paid
6047,6047,Card,Pending
6048,6048,Bank Transfer,Paid
6049,6049,Bank Transfer,Paid
6050,6050,Card,Pending
